id_aux,anyo_proceso,fecha_nacimiento,rbd,cod_ens,regimen,rama_educacional,grupo_dependencia,anyo_egreso,codigo_region,codigo_provincia,codigo_comuna,codigo_region_d,codigo_comuna_d,situacion_egreso,bea,pace,pais_nacimiento,sexo,ingreso_percapita_grupo_fa
id_9635596773547,2025,2005-09-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,6
id_5874558677467,2025,2006-04-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,4
id_9248592574865,2025,2004-07-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,8
id_9656596475695,2025,2005-10-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,4
id_9539595373912,2025,2003-04-01,5570.0,310.0,3.0,H1,3.0,2020.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,1
id_9150591075079,2025,2004-01-01,5570.0,310.0,3.0,H1,3.0,2021.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,1
id_9430594073001,2025,2004-05-01,5570.0,310.0,3.0,H1,3.0,2022.0,9.0,91.0,9101.0,9,9113,5,No,No,210,2,4
id_9582595178277,2025,2003-02-01,5570.0,310.0,3.0,H1,3.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,3
id_5868558376823,2025,2006-03-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9119,5,No,No,210,1,7
id_5916559871648,2025,2006-01-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9105,5,No,No,210,2,1
id_8702587970204,2025,1999-09-01,5570.0,310.0,3.0,H1,3.0,2017.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_9698596779879,2025,2005-09-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,2
id_8380583978015,2025,2001-12-01,5570.0,310.0,3.0,H1,3.0,2020.0,9.0,91.0,9101.0,9,9119,5,No,No,210,1,2
id_9211592271126,2025,2004-09-01,5570.0,310.0,3.0,H1,3.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_9568595776859,2025,2003-02-01,5570.0,310.0,3.0,H1,3.0,2020.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,2
id_9093590779364,2025,2005-05-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,7
id_9359593775965,2025,2004-12-01,5570.0,310.0,3.0,H1,3.0,2022.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,5
id_8768587976816,2025,2000-05-01,5570.0,310.0,3.0,H1,3.0,2017.0,9.0,91.0,9101.0,9,9210,5,No,No,210,2,5
id_9476594577686,2025,2004-03-01,5570.0,310.0,3.0,H1,3.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,4
id_9377593177753,2025,2004-12-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_5999559979915,2025,2006-05-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,5
id_9809598870924,2025,2002-04-01,5570.0,310.0,3.0,H1,3.0,2019.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,6
id_9573595677356,2025,2003-05-01,5570.0,310.0,3.0,H1,3.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_5848558274874,2025,2006-03-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,3
id_9940599374085,2025,2002-11-01,5570.0,310.0,3.0,H1,3.0,2020.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,5
id_9686596578614,2025,2005-07-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9611596771146,2025,2005-09-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,2
id_6462964976298,2025,1997-05-01,5570.0,310.0,3.0,H1,3.0,2014.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_9641596774185,2025,2005-09-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,6
id_9040590374031,2025,2005-07-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_9809598670942,2025,2002-08-01,5570.0,310.0,3.0,H1,3.0,2020.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,4
id_9622596972238,2025,2005-08-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,7
id_9615596471535,2025,2005-10-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9367593776703,2025,2004-12-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,7
id_9690596979096,2025,2005-08-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,5
id_9265592676538,2025,2004-11-01,5570.0,310.0,3.0,H1,3.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9005590270590,2025,2005-06-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,13,13110,5,No,No,210,2,1
id_6935969973599,2025,1995-08-01,5570.0,310.0,3.0,H1,3.0,2013.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_9551595775148,2025,2003-02-01,5570.0,310.0,3.0,H1,3.0,2020.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,3
id_9681596178153,2025,2005-09-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_5975559777549,2025,2006-05-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9105,5,No,No,210,2,1
id_5899558479935,2025,2006-02-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_6739967373908,2025,1996-08-01,5570.0,310.0,3.0,H1,3.0,2014.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,2
id_9612596071263,2025,2005-11-01,5570.0,310.0,3.0,H1,3.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,1
id_9308593070822,2025,2005-03-01,5570.0,310.0,3.0,H1,3.0,2022.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,99
id_6161961376196,2025,1997-04-01,5570.0,310.0,3.0,H1,3.0,2016.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9146591774642,2025,2003-10-01,5570.0,310.0,3.0,H1,3.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9692596479268,2025,2005-10-01,5652.0,310.0,2.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,2
id_8474584077492,2025,2000-08-01,5652.0,310.0,2.0,H1,2.0,2018.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,4
id_9365593276505,2025,2005-02-01,5652.0,310.0,2.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,2
id_9699596679904,2025,2005-11-01,5652.0,310.0,2.0,H1,2.0,2023.0,9.0,91.0,9101.0,16,16303,5,No,No,210,2,1
id_9390593979077,2025,2004-11-01,5652.0,310.0,2.0,H1,2.0,2022.0,9.0,91.0,9101.0,14,14106,5,No,No,210,2,1
id_9377593077761,2025,2005-02-01,5652.0,310.0,2.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9119,5,No,No,210,2,2
id_8244582374410,2025,2001-02-01,5652.0,310.0,2.0,H1,2.0,2018.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,3
id_9425594172534,2025,2004-04-01,5652.0,310.0,2.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_5999559779923,2025,2006-06-01,5653.0,610.0,3.0,T3,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_8734587473471,2025,2000-11-01,5653.0,610.0,3.0,T3,2.0,2018.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,4
id_6780967778017,2025,1996-07-01,5653.0,610.0,3.0,T3,2.0,2014.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,7
id_5801558570155,2025,2006-01-01,5653.0,610.0,3.0,T3,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,9
id_9683596778357,2025,2005-09-01,5653.0,610.0,3.0,T3,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,3
id_5879558377982,2025,2006-02-01,5653.0,610.0,3.0,T3,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9226592572604,2025,2004-07-01,5653.0,610.0,3.0,T3,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_8005580970583,2025,2002-05-01,5653.0,610.0,3.0,T3,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,7
id_8979589877933,2025,1998-11-01,5654.0,310.0,3.0,H1,2.0,2016.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,4
id_5864558476418,2025,2006-02-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,99
id_9119591771990,2025,2003-11-01,5654.0,310.0,3.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9344593374442,2025,2005-02-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9604596070467,2025,2005-11-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,3
id_9059590975902,2025,2005-04-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,2
id_5836558873620,2025,2005-12-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,1
id_9079590377975,2025,2005-06-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,7
id_9854598675429,2025,2002-08-01,5654.0,310.0,3.0,H1,2.0,2020.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,5
id_9668596376840,2025,2005-11-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,9
id_5891558879135,2025,2005-12-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,1
id_5878558177819,2025,2006-02-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,6
id_8744587274432,2025,1999-10-01,5654.0,310.0,3.0,H1,2.0,2017.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9060590376033,2025,2005-07-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,4
id_5899558979981,2025,2005-12-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_9031590373189,2025,2005-07-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,7
id_9333593473345,2025,2005-01-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,6
id_8629586672915,2025,2002-04-01,5654.0,310.0,3.0,H1,2.0,2019.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,5
id_9333593873380,2025,2004-11-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_9671596477176,2025,2005-10-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9103,5,No,No,210,2,2
id_9617596271704,2025,2005-10-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,4
id_9429594972990,2025,2004-02-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,4
id_8609586070939,2025,2002-03-01,5654.0,310.0,3.0,H1,2.0,2019.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,4
id_5918559871819,2025,2006-04-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,7
id_9404594370495,2025,2004-05-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,4
id_9691596079187,2025,2005-11-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,10
id_8741587474157,2025,2000-02-01,5654.0,310.0,3.0,H1,2.0,2017.0,9.0,91.0,9101.0,9,9203,5,No,No,210,1,10
id_9685596278589,2025,2005-10-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,8
id_9343593674322,2025,2005-03-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,7
id_9987599578725,2025,2003-01-01,5654.0,310.0,3.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,3
id_8214582171473,2025,2001-03-01,5654.0,310.0,3.0,H1,2.0,2018.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_9575595977562,2025,2003-01-01,5654.0,310.0,3.0,H1,2.0,2020.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_6967969676707,2025,1996-07-01,5654.0,310.0,3.0,H1,2.0,2014.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,2
id_9672596277269,2025,2005-10-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,6
id_5835558573554,2025,2006-01-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,9
id_9320593772016,2025,2004-12-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_9382593878232,2025,2004-11-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,8
id_9832598273296,2025,2002-07-01,5654.0,310.0,3.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,8
id_6178961277853,2025,1997-06-01,5654.0,310.0,3.0,H1,2.0,2015.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,9
id_3043930174304,2025,2001-01-01,5654.0,310.0,3.0,H1,2.0,2018.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_5871558877176,2025,2005-12-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,5
id_9142591474276,2025,2003-12-01,5654.0,310.0,3.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_5820558472016,2025,2006-02-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,2
id_5877558277712,2025,2006-02-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,2
id_5810558571001,2025,2006-01-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9105,5,No,No,210,2,2
id_9109591270988,2025,2003-12-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,5
id_9067590576782,2025,2005-05-01,5654.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_8737587273707,2025,2000-06-01,5654.0,310.0,3.0,H1,2.0,2017.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,9
id_5868558876811,2025,2005-12-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9670596877010,2025,2005-08-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,99
id_8212582171240,2025,2001-04-01,5654.0,310.0,3.0,H1,2.0,2019.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,9
id_9674596177469,2025,2005-09-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,9
id_5950559475098,2025,2006-06-01,5654.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,8
id_9153591975339,2025,2003-10-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,9
id_8051580375161,2025,2001-09-01,5655.0,410.0,3.0,T1,2.0,2019.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,9
id_9217592471755,2025,2004-08-01,5655.0,410.0,3.0,T1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_9442594974282,2025,2004-02-01,5655.0,410.0,3.0,T1,2.0,2022.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,5
id_9075590677584,2025,2005-07-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,3
id_5917559171744,2025,2006-06-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,99
id_5868558076822,2025,2006-03-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,4
id_9652596275239,2025,2005-10-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,2
id_9169591876919,2025,2003-09-01,5655.0,410.0,3.0,T1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_9036590773641,2025,2005-05-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_9947599674736,2025,2002-12-01,5655.0,410.0,3.0,T1,2.0,2020.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,99
id_5844558474432,2025,2006-02-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_6872968477268,2025,1995-02-01,5655.0,410.0,3.0,T1,2.0,2012.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,1
id_9046590974679,2025,2005-04-01,5655.0,410.0,3.0,T1,2.0,2022.0,9.0,91.0,9101.0,8,8112,5,No,No,210,1,1
id_9200592970083,2025,2004-06-01,5655.0,410.0,3.0,T1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,7
id_9657596875775,2025,2005-08-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,2
id_9775597377588,2025,2003-08-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,3
id_9232592173235,2025,2004-08-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_9277592777749,2025,2004-08-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,6
id_8093580779306,2025,2001-08-01,5655.0,410.0,3.0,T1,2.0,2019.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,4
id_9334593573493,2025,2004-12-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_9375593177508,2025,2004-12-01,5655.0,410.0,3.0,T1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,4
id_9061590776107,2025,2005-05-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,7
id_9825598472578,2025,2003-06-01,5655.0,410.0,3.0,T1,2.0,2022.0,9.0,91.0,9101.0,9,9105,5,No,No,210,2,99
id_9370593577068,2025,2004-12-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,8
id_9728597572880,2025,2003-06-01,5655.0,410.0,3.0,T1,2.0,2020.0,9.0,91.0,9101.0,9,9105,5,No,No,210,1,9
id_9148591974837,2025,2003-10-01,5655.0,410.0,3.0,T1,2.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9332593973295,2025,2004-12-01,5655.0,410.0,3.0,T1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,99
id_8710587471064,2025,2000-04-01,5656.0,510.0,3.0,T2,2.0,2019.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,1
id_8663586476389,2025,2002-01-01,5656.0,510.0,3.0,T2,2.0,2019.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,4
id_9455594575550,2025,2004-03-01,5656.0,510.0,3.0,T2,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,2
id_9285592578563,2025,2004-07-01,5656.0,510.0,3.0,T2,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,6
id_9987599078734,2025,2002-11-01,5656.0,510.0,3.0,T2,2.0,2020.0,9.0,91.0,9101.0,2,2102,5,No,No,210,1,9
id_5990559579069,2025,2006-05-01,5656.0,510.0,3.0,T2,2.0,2023.0,9.0,91.0,9101.0,9,9108,5,No,No,210,1,99
id_9346593274643,2025,2005-01-01,5656.0,510.0,3.0,T2,2.0,2022.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,9
id_9734597573444,2025,2003-06-01,5656.0,510.0,3.0,T2,2.0,2020.0,9.0,91.0,9101.0,9,9108,5,No,No,210,2,2
id_9843598574338,2025,2002-05-01,5656.0,510.0,3.0,T2,2.0,2019.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,3
id_9066590376639,2025,2005-07-01,5656.0,510.0,3.0,T2,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,3
id_5874558177412,2025,2006-02-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_6061960876131,2025,1997-11-01,5659.0,310.0,3.0,H1,2.0,2015.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,3
id_5866558076658,2025,2006-04-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,8
id_9607596370719,2025,2005-11-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,6
id_9008590370856,2025,2005-07-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_9041590974185,2025,2005-04-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9664596876424,2025,2005-08-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,9
id_9600596270059,2025,2005-10-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_5936559173695,2025,2006-06-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,99
id_9495594279540,2025,2004-04-01,5659.0,310.0,3.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,7
id_9669596976996,2025,2005-08-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,8
id_9034590073420,2025,2005-07-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_9877598277724,2025,2002-07-01,5659.0,310.0,3.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_9045590074544,2025,2005-07-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,4
id_9308593370857,2025,2005-02-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,2
id_9688596278835,2025,2005-10-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9211,5,No,No,210,2,7
id_9647596474776,2025,2005-10-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,2,2
id_5940559574036,2025,2006-05-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_9212592671202,2025,2004-11-01,5659.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,1
id_5877558677705,2025,2006-04-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,9
id_5868558476896,2025,2006-02-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,99
id_9679596077919,2025,2005-10-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,4
id_5937559773772,2025,2006-06-01,5659.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_6162961376263,2025,1997-04-01,5659.0,310.0,3.0,H1,2.0,2015.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,4
id_5822558572261,2025,2006-01-01,5661.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9112,5,No,No,210,1,4
id_9867598576744,2025,2002-06-01,5661.0,310.0,3.0,H1,2.0,2020.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,1
id_9029590272975,2025,2005-06-01,5661.0,310.0,3.0,H1,2.0,2022.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,99
id_5851558575121,2025,2006-01-01,5661.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,10
id_5889558278928,2025,2006-02-01,5661.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,2
id_9469594676935,2025,2004-06-01,5661.0,310.0,3.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9103,5,No,No,210,1,99
id_9682596578272,2025,2005-08-01,5661.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,3
id_8240582174076,2025,2001-08-01,5661.0,310.0,3.0,H1,2.0,2019.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,6
id_9925599572584,2025,2002-09-01,5661.0,310.0,3.0,H1,2.0,2021.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,2
id_9629596072931,2025,2005-11-01,5661.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,2,10
id_5972559877203,2025,2006-04-01,5661.0,310.0,3.0,H1,2.0,2023.0,9.0,91.0,9101.0,9,9101,5,No,No,210,1,8
